AnimalID,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,year,month,neutralized
A707682,Adoption,0,0,0.16666666666666666,2015,8,1.0
A667942,Adoption,1,1,0.6666666666666666,2013,12,1.0
A709224,Transfer,0,1,1.0,2015,8,0.0
A687003,Return_to_owner,1,0,5.0,2015,11,1.0
A711255,Transfer,1,1,0.07692307692307693,2015,9,0.0
A680426,Return_to_owner,1,1,3.0,2014,6,1.0
A697537,Adoption,1,1,3.0,2015,11,1.0
A695905,Adoption,1,1,0.16666666666666666,2015,1,1.0
A705731,Transfer,1,0,0.25,2015,6,0.0
A700025,Return_to_owner,1,1,10.0,2015,4,0.0
A624771,Return_to_owner,1,0,5.0,2016,1,1.0
A715798,Transfer,0,0,0.07692307692307693,2015,11,0.0
A526641,Transfer,1,0,7.0,2015,3,1.0
A695768,Return_to_owner,1,1,1.0,2015,1,1.0
A709277,Adoption,0,0,0.25,2015,8,0.0
A586923,Return_to_owner,0,0,4.0,2015,3,1.0
A682900,Return_to_owner,1,1,3.0,2015,2,0.0
A671435,Adoption,1,0,0.08333333333333333,2014,3,1.0
A701297,Transfer,0,1,0.038461538461538464,2015,4,0.0
A711800,Transfer,0,0,0.038461538461538464,2015,9,
A707972,Transfer,0,0,0.01643835616438356,2015,7,
A697766,Return_to_owner,1,1,1.0,2015,3,1.0
A665644,Transfer,0,1,0.07692307692307693,2013,10,0.0
A664059,Return_to_owner,0,1,8.0,2013,10,1.0
A676752,Transfer,0,1,0.08333333333333333,2014,4,0.0
A720466,Return_to_owner,1,0,10.0,2016,2,1.0
A716110,Return_to_owner,0,0,0.3333333333333333,2015,11,1.0
A703750,Return_to_owner,1,0,3.0,2015,6,1.0
A696236,Transfer,1,0,2.0,2015,2,0.0
A670716,Return_to_owner,1,1,8.0,2014,1,1.0
A673103,Adoption,1,1,3.0,2014,3,1.0
A688281,Adoption,1,0,0.75,2015,4,1.0
A666109,Adoption,0,0,0.25,2013,10,1.0
A700948,Euthanasia,1,0,9.0,2015,4,
A689384,Adoption,1,0,1.0,2014,11,1.0
A671054,Adoption,0,1,0.3333333333333333,2014,1,1.0
A679167,Euthanasia,0,0,4.0,2014,5,0.0
A702935,Return_to_owner,1,1,2.0,2015,5,1.0
A680027,Transfer,1,0,0.038461538461538464,2014,6,0.0
A691171,Adoption,0,0,0.16666666666666666,2014,11,1.0
A693032,Adoption,0,0,10.0,2014,12,1.0
A663585,Transfer,0,1,0.16666666666666666,2013,10,0.0
A586222,Return_to_owner,1,0,3.0,2014,7,1.0
A692591,Transfer,0,0,6.0,2014,12,1.0
A675402,Transfer,1,1,7.0,2014,4,1.0
A700765,Adoption,0,1,0.16666666666666666,2015,6,1.0
A657197,Adoption,0,0,0.3333333333333333,2013,10,1.0
A715843,Transfer,1,0,5.0,2015,11,1.0
A691568,Return_to_owner,1,0,6.0,2014,11,1.0
A665953,Euthanasia,0,0,8.0,2013,10,1.0
A681155,Euthanasia,1,0,2.0,2014,12,1.0
A714509,Adoption,0,0,0.16666666666666666,2015,10,1.0
A702846,Adoption,1,1,0.3333333333333333,2015,5,1.0
A685087,Euthanasia,0,0,1.0,2014,8,
A718953,Adoption,1,0,0.16666666666666666,2016,1,1.0
A668708,Adoption,0,0,5.0,2013,12,1.0
A703243,Transfer,0,1,0.16666666666666666,2015,5,1.0
A706454,Return_to_owner,0,0,3.0,2015,6,1.0
A668697,Return_to_owner,1,0,3.0,2015,6,1.0
A717656,Adoption,1,1,3.0,2015,12,1.0
A681176,Transfer,0,1,0.08333333333333333,2014,6,0.0
A663020,Adoption,1,1,0.16666666666666666,2013,10,1.0
A717029,Adoption,0,1,2.0,2015,12,1.0
A717056,Return_to_owner,0,0,4.0,2015,12,1.0
A705794,Died,0,0,0.057692307692307696,2015,7,0.0
A695093,Adoption,1,0,7.0,2015,2,1.0
A707083,Transfer,0,1,0.16666666666666666,2015,7,0.0
A670540,Adoption,1,1,4.0,2014,1,1.0
A687554,Transfer,0,0,0.16666666666666666,2014,10,1.0
A715898,Transfer,0,0,2.0,2015,11,
A709799,Transfer,1,1,0.08333333333333333,2015,8,0.0
A680245,Adoption,0,0,3.0,2014,6,1.0
A681404,Adoption,0,1,0.25,2014,6,1.0
A666083,Euthanasia,0,0,0.07692307692307693,2013,10,0.0
A711832,Transfer,1,1,0.08333333333333333,2015,9,0.0
A719849,Transfer,1,1,0.4166666666666667,2016,2,1.0
A683147,Adoption,0,1,0.16666666666666666,2014,7,1.0
A680380,Died,0,0,0.08333333333333333,2014,7,0.0
A716898,Adoption,1,1,2.0,2015,12,1.0
A666137,Adoption,1,1,12.0,2013,11,1.0
A693627,Return_to_owner,1,0,2.0,2014,12,1.0
A717028,Return_to_owner,1,0,0.75,2015,12,0.0
A561786,Return_to_owner,1,1,9.0,2014,6,1.0
A694394,Adoption,1,1,2.0,2015,1,1.0
A705347,Adoption,0,1,0.16666666666666666,2015,7,1.0
A688254,Adoption,1,1,0.4166666666666667,2014,9,1.0
A710692,Adoption,1,1,0.3333333333333333,2015,8,1.0
A699314,Transfer,0,0,0.038461538461538464,2015,3,
A718492,Adoption,1,0,0.16666666666666666,2016,1,1.0
A687303,Transfer,0,0,0.038461538461538464,2014,9,1.0
A689090,Adoption,1,0,0.16666666666666666,2014,10,1.0
A701193,Adoption,0,0,0.16666666666666666,2015,6,1.0
A701656,Transfer,0,0,0.057692307692307696,2015,5,0.0
A712861,Transfer,0,0,0.3333333333333333,2015,10,1.0
A693761,Adoption,1,0,2.0,2014,12,1.0
A681539,Transfer,0,0,12.0,2014,7,1.0
A593726,Return_to_owner,1,1,2.0,2013,12,1.0
A670643,Return_to_owner,1,0,2.0,2014,1,1.0
A682762,Return_to_owner,1,1,3.0,2014,7,0.0
A683352,Adoption,1,1,0.16666666666666666,2014,7,1.0
A673275,Euthanasia,1,0,3.0,2014,3,0.0
A679058,Return_to_owner,1,1,5.0,2014,5,1.0
A693059,Adoption,1,0,0.6666666666666666,2015,5,1.0
A684998,Adoption,0,0,10.0,2015,1,1.0
A682578,Transfer,1,1,0.08333333333333333,2014,7,0.0
A695371,Adoption,1,1,1.0,2015,1,1.0
A707260,Adoption,1,0,6.0,2015,7,1.0
A701537,Adoption,0,1,3.0,2015,7,1.0
A691647,Adoption,0,0,0.16666666666666666,2014,11,1.0
A720615,Return_to_owner,1,1,0.5,2016,2,1.0
A666565,Adoption,1,1,1.0,2013,11,0.0
A694848,Transfer,1,1,0.038461538461538464,2015,1,0.0
A673652,Transfer,1,0,2.0,2014,3,1.0
A703267,Transfer,0,0,0.057692307692307696,2015,5,
A689729,Transfer,0,0,0.4166666666666667,2014,10,0.0
A667398,Transfer,0,1,1.0,2013,11,0.0
A687252,Transfer,1,1,1.0,2014,9,1.0
A695690,Return_to_owner,0,1,1.0,2015,1,1.0
A717907,Adoption,1,0,0.16666666666666666,2015,12,1.0
A681932,Adoption,0,1,0.16666666666666666,2014,6,1.0
A664945,Euthanasia,1,0,10.0,2013,10,0.0
A657904,Adoption,1,1,2.0,2014,7,1.0
A670155,Adoption,1,0,0.25,2014,1,1.0
A686404,Transfer,0,0,0.038461538461538464,2014,8,
A711802,Transfer,0,0,0.038461538461538464,2015,9,
A688226,Adoption,1,1,1.0,2014,9,1.0
A535012,Return_to_owner,1,0,7.0,2014,9,1.0
A660604,Adoption,0,0,0.16666666666666666,2013,10,1.0
A683456,Transfer,1,1,2.0,2014,7,0.0
A721025,Return_to_owner,1,0,12.0,2016,2,1.0
A705505,Transfer,0,0,0.07692307692307693,2015,6,0.0
A715502,Adoption,0,1,0.16666666666666666,2015,11,1.0
A683654,Euthanasia,1,0,1.0,2014,7,1.0
A716802,Adoption,0,1,0.16666666666666666,2016,1,1.0
A681563,Transfer,0,1,0.08333333333333333,2014,6,0.0
A679384,Adoption,1,1,0.16666666666666666,2014,5,1.0
A705433,Euthanasia,1,0,0.08333333333333333,2015,6,0.0
A683392,Transfer,1,0,1.0,2014,7,1.0
A683817,Transfer,0,0,1.0,2016,2,1.0
A690588,Return_to_owner,1,0,1.0,2014,11,1.0
A704672,Adoption,1,0,0.08333333333333333,2015,8,1.0
A701434,Transfer,1,1,0.08333333333333333,2015,5,0.0
A681972,Adoption,0,0,0.16666666666666666,2014,6,1.0
A702984,Transfer,0,0,1.0,2015,5,0.0
A663997,Transfer,0,0,2.0,2013,12,1.0
A711472,Adoption,0,0,0.16666666666666666,2015,9,1.0
A695687,Return_to_owner,1,0,2.0,2015,1,1.0
A697554,Adoption,1,0,0.3333333333333333,2015,3,1.0
A694674,Adoption,1,1,1.0,2015,1,1.0
A664593,Adoption,1,1,2.0,2013,10,1.0
A719307,Adoption,0,0,0.5833333333333334,2016,1,1.0
A705519,Return_to_owner,1,0,1.0,2015,6,1.0
A689744,Adoption,1,0,3.0,2014,10,1.0
A676154,Transfer,1,0,0.5,2014,4,0.0
A713410,Return_to_owner,1,1,3.0,2015,10,0.0
A700056,Transfer,1,1,1.0,2015,5,1.0
A689897,Adoption,1,1,2.0,2014,10,1.0
A687423,Transfer,1,0,0.8333333333333334,2014,9,0.0
A694865,Transfer,1,1,0.16666666666666666,2015,1,0.0
A718299,Adoption,1,1,5.0,2016,2,1.0
A680305,Adoption,1,0,0.16666666666666666,2014,8,1.0
A674160,Euthanasia,0,1,10.0,2014,3,1.0
A642711,Transfer,1,0,2.0,2013,11,1.0
A665445,Adoption,1,0,0.3333333333333333,2013,10,1.0
A687378,Adoption,0,1,1.0,2015,5,1.0
A675416,Return_to_owner,1,1,1.0,2014,4,1.0
A666731,Adoption,1,1,0.5,2013,12,1.0
A699613,Transfer,0,1,3.0,2015,4,1.0
A688594,Adoption,1,1,0.16666666666666666,2014,10,1.0
A710122,Transfer,0,0,1.0,2015,8,
A665579,Transfer,0,0,0.16666666666666666,2013,11,1.0
A678709,Adoption,0,0,0.3333333333333333,2014,8,1.0
A698216,Adoption,0,1,1.0,2015,10,1.0
A690256,Euthanasia,1,1,1.0,2014,10,1.0
A711134,Return_to_owner,1,0,2.0,2015,9,1.0
A719354,Adoption,0,1,0.5,2016,1,1.0
A689347,Transfer,0,0,0.08333333333333333,2014,10,0.0
A683437,Transfer,0,0,0.08333333333333333,2014,7,0.0
A691943,Adoption,0,0,0.3333333333333333,2015,2,1.0
A680552,Adoption,0,1,0.16666666666666666,2014,6,0.0
A708817,Adoption,1,1,0.6666666666666666,2015,8,1.0
A694190,Euthanasia,0,0,12.0,2014,12,1.0
A478579,Euthanasia,1,1,12.0,2014,3,1.0
A713897,Transfer,0,1,0.057692307692307696,2015,10,0.0
A705521,Return_to_owner,1,0,1.0,2015,6,1.0
A705654,Euthanasia,0,1,0.08333333333333333,2015,6,0.0
A612816,Adoption,1,1,5.0,2014,11,1.0
A683518,Transfer,1,1,8.0,2014,7,0.0
A680524,Transfer,1,1,8.0,2014,7,1.0
A717718,Adoption,1,1,1.0,2015,12,1.0
A699353,Transfer,1,0,2.0,2015,4,1.0
A654355,Euthanasia,1,0,1.0,2013,10,1.0
A684013,Adoption,0,1,0.16666666666666666,2014,8,1.0
A712201,Transfer,0,1,0.08333333333333333,2015,9,0.0
A701831,Transfer,0,1,2.0,2015,5,0.0
A707618,Adoption,0,0,0.16666666666666666,2015,7,1.0
A699602,Adoption,0,0,4.0,2015,4,1.0
A703191,Adoption,0,0,0.16666666666666666,2015,7,1.0
A688823,Adoption,0,0,0.16666666666666666,2014,11,1.0
A709479,Adoption,1,1,5.0,2015,8,1.0
A694794,Adoption,0,1,0.4166666666666667,2015,1,1.0
A690725,Adoption,0,1,0.16666666666666666,2014,11,1.0
A676524,Adoption,0,1,0.16666666666666666,2014,5,1.0
A691032,Return_to_owner,1,1,3.0,2014,10,1.0
A693693,Return_to_owner,1,0,3.0,2015,10,1.0
A679815,Transfer,0,1,0.08333333333333333,2014,5,0.0
A679552,Return_to_owner,1,0,1.0,2014,5,1.0
A668484,Transfer,1,0,2.0,2015,11,1.0
A689856,Adoption,0,0,0.16666666666666666,2014,11,1.0
A681407,Return_to_owner,1,0,2.0,2014,6,1.0
A605352,Return_to_owner,1,0,6.0,2015,6,1.0
A690290,Transfer,1,0,0.4166666666666667,2014,10,0.0
A718929,Transfer,0,1,5.0,2016,2,1.0
A708602,Adoption,0,0,0.16666666666666666,2015,9,1.0
A676191,Return_to_owner,1,0,0.25,2014,4,1.0
A697174,Adoption,1,1,0.16666666666666666,2015,2,1.0
A665786,Euthanasia,0,0,15.0,2013,10,1.0
A522809,Return_to_owner,1,0,8.0,2014,12,1.0
A679337,Transfer,0,1,1.0,2014,5,0.0
A660950,Adoption,0,1,0.25,2013,11,1.0
A708064,Adoption,0,0,1.0,2015,7,1.0
A671257,Transfer,1,0,2.0,2014,2,1.0
A664213,Transfer,0,0,0.08333333333333333,2013,10,0.0
A670629,Return_to_owner,1,0,0.16666666666666666,2014,1,0.0
A704979,Transfer,0,1,0.057692307692307696,2015,6,0.0
A703922,Transfer,0,1,0.25,2015,8,1.0
A686684,Transfer,1,0,9.0,2014,8,1.0
A449107,Return_to_owner,1,1,7.0,2014,1,1.0
A720432,Return_to_owner,1,1,6.0,2016,2,1.0
A698633,Transfer,0,0,10.0,2015,4,1.0
A710884,Adoption,0,1,0.16666666666666666,2015,10,1.0
A677755,Adoption,0,1,8.0,2014,8,1.0
A720442,Return_to_owner,1,1,0.75,2016,2,1.0
A705881,Euthanasia,0,0,3.0,2015,6,0.0
A672337,Adoption,1,0,0.6666666666666666,2014,2,1.0
A668477,Transfer,0,0,0.057692307692307696,2013,12,0.0
A708716,Transfer,1,0,0.75,2015,10,1.0
A664347,Transfer,0,0,0.038461538461538464,2013,10,0.0
A717099,Adoption,1,0,0.8333333333333334,2015,12,1.0
A489376,Euthanasia,1,0,11.0,2015,5,1.0
A694544,Adoption,1,0,1.0,2015,1,1.0
A677576,Transfer,1,0,5.0,2014,5,1.0
A689653,Adoption,1,0,2.0,2014,10,1.0
A712959,Transfer,1,1,5.0,2015,10,0.0
A654616,Return_to_owner,0,0,1.0,2014,4,1.0
A644525,Transfer,1,1,3.0,2013,12,1.0
A677236,Adoption,1,1,1.0,2014,4,1.0
A669142,Transfer,0,0,0.08333333333333333,2013,12,0.0
A713441,Adoption,0,0,2.0,2015,10,1.0
A704432,Transfer,1,0,0.01643835616438356,2015,6,
A698794,Adoption,1,1,1.0,2015,9,1.0
A271790,Euthanasia,1,0,12.0,2014,9,1.0
A682106,Transfer,1,1,0.09615384615384616,2014,6,0.0
A667035,Adoption,1,1,2.0,2013,11,1.0
A698029,Transfer,1,1,1.0,2015,3,1.0
A701199,Adoption,1,0,1.0,2015,4,1.0
A711920,Transfer,1,1,2.0,2015,9,0.0
A718991,Adoption,1,0,1.0,2016,1,1.0
A669173,Adoption,0,0,0.5,2013,12,1.0
A682501,Adoption,1,1,0.16666666666666666,2014,7,1.0
A714364,Adoption,0,0,0.25,2015,12,1.0
A714741,Return_to_owner,1,1,2.0,2015,11,0.0
A676304,Transfer,1,0,0.4166666666666667,2014,4,0.0
A669888,Return_to_owner,1,0,2.0,2013,12,1.0
A686104,Transfer,0,0,1.0,2014,8,0.0
A716126,Transfer,0,1,2.0,2015,11,0.0
A688523,Transfer,0,1,1.0,2014,10,1.0
A710538,Adoption,0,1,0.16666666666666666,2015,10,1.0
A687319,Adoption,0,1,2.0,2014,9,1.0
A716622,Return_to_owner,0,0,3.0,2015,11,1.0
A720428,Adoption,0,1,0.5,2016,2,1.0
A719294,Transfer,1,1,0.08333333333333333,2016,1,0.0
A690840,Transfer,0,0,0.038461538461538464,2014,10,0.0
A692374,Adoption,1,0,0.16666666666666666,2014,12,1.0
A670333,Return_to_owner,0,0,3.0,2014,2,1.0
A680224,Transfer,0,0,0.08333333333333333,2014,6,0.0
A663623,Adoption,0,0,0.3333333333333333,2013,10,1.0
A665213,Transfer,1,1,2.0,2013,10,0.0
A680156,Adoption,0,1,0.16666666666666666,2014,7,1.0
A685580,Transfer,0,1,0.057692307692307696,2014,8,0.0
A706565,Transfer,0,0,0.25,2015,7,1.0
A706951,Transfer,1,0,2.0,2015,12,1.0
A694012,Euthanasia,1,0,11.0,2014,12,1.0
A703126,Adoption,0,1,0.25,2015,8,1.0
A664116,Adoption,1,1,0.8333333333333334,2013,10,1.0
A672395,Adoption,1,0,2.0,2014,6,1.0
A689583,Transfer,0,1,0.16666666666666666,2014,10,0.0
A705677,Transfer,1,0,2.0,2015,11,1.0
A521273,Return_to_owner,1,1,7.0,2015,12,1.0
A693655,Adoption,0,1,0.16666666666666666,2015,1,1.0
A679098,Euthanasia,1,1,1.0,2015,3,1.0
A649782,Adoption,1,0,6.0,2015,8,1.0
A684378,Transfer,0,0,0.038461538461538464,2014,7,
A661384,Return_to_owner,1,0,0.3333333333333333,2013,10,1.0
A693077,Transfer,1,0,6.0,2014,12,1.0
A682994,Adoption,1,1,4.0,2014,7,1.0
A665279,Transfer,1,1,1.0,2013,11,0.0
A708871,Adoption,1,0,1.0,2015,9,1.0
A711718,Euthanasia,0,0,1.0,2015,9,0.0
A695323,Adoption,1,1,0.16666666666666666,2015,1,1.0
A684585,Transfer,1,0,0.16666666666666666,2014,8,1.0
A670417,Euthanasia,1,0,5.0,2014,1,1.0
A686558,Adoption,1,0,2.0,2014,10,1.0
A715965,Return_to_owner,1,0,2.0,2015,11,1.0
A669406,Transfer,1,1,2.0,2015,5,1.0
A673234,Adoption,1,0,3.0,2014,8,1.0
A640778,Return_to_owner,1,1,1.0,2014,1,1.0
A697529,Transfer,1,1,4.0,2015,3,1.0
A712616,Adoption,1,0,2.0,2015,9,1.0
A709165,Transfer,0,0,0.057692307692307696,2015,8,0.0
A713318,Return_to_owner,1,0,1.0,2015,10,1.0
A709953,Return_to_owner,1,1,2.0,2015,8,1.0
A669208,Adoption,1,1,1.0,2013,12,1.0
A712316,Transfer,0,0,0.038461538461538464,2015,9,
A683269,Transfer,0,1,1.0,2014,7,0.0
A675323,Adoption,0,0,0.4166666666666667,2014,3,1.0
A640789,Euthanasia,1,0,2.0,2014,1,1.0
A700861,Transfer,1,1,0.16666666666666666,2015,4,0.0
A694584,Return_to_owner,1,1,2.0,2014,12,1.0
A666961,Transfer,0,0,2.0,2013,11,0.0
A713375,Transfer,0,0,4.0,2015,10,
A705192,Return_to_owner,1,0,11.0,2015,6,1.0
A697260,Transfer,1,0,0.3333333333333333,2015,2,0.0
A678131,Adoption,1,0,2.0,2016,2,1.0
A685318,Transfer,0,1,0.038461538461538464,2014,8,0.0
A668898,Return_to_owner,1,1,6.0,2013,12,1.0
A679505,Adoption,0,0,0.3333333333333333,2014,5,1.0
A622844,Transfer,1,1,4.0,2016,1,1.0
A681814,Adoption,1,1,4.0,2014,6,1.0
A683148,Transfer,1,0,0.16666666666666666,2014,7,0.0
A681774,Adoption,0,0,0.16666666666666666,2014,6,1.0
A625640,Return_to_owner,1,0,2.0,2014,9,1.0
A694070,Adoption,1,1,3.0,2015,1,1.0
A714966,Transfer,0,0,0.08333333333333333,2015,11,0.0
A667732,Return_to_owner,1,1,2.0,2013,11,1.0
A668353,Adoption,1,0,2.0,2013,12,1.0
A689857,Adoption,0,0,0.16666666666666666,2014,12,1.0
A676996,Transfer,1,0,3.0,2014,4,1.0
A627488,Transfer,1,0,11.0,2016,1,1.0
A717663,Return_to_owner,1,0,2.0,2015,12,1.0
A503376,Euthanasia,1,0,7.0,2015,12,0.0
A690375,Adoption,1,0,1.0,2014,11,1.0
A716821,Return_to_owner,1,0,7.0,2015,11,0.0
A720081,Transfer,1,0,0.038461538461538464,2016,2,0.0
A674724,Transfer,0,1,4.0,2014,3,1.0
A684278,Transfer,0,0,0.019230769230769232,2014,7,0.0
A715501,Adoption,0,0,0.16666666666666666,2015,12,1.0
A683206,Transfer,0,1,1.0,2014,7,0.0
A669506,Transfer,1,0,2.0,2014,4,1.0
A690406,Euthanasia,0,0,4.0,2014,10,1.0
A669449,Adoption,1,0,10.0,2015,1,1.0
A671155,Transfer,1,0,2.0,2014,2,1.0
A696045,Transfer,1,1,2.0,2015,2,0.0
A695583,Adoption,1,0,0.16666666666666666,2015,1,1.0
A681018,Transfer,1,1,1.0,2014,6,0.0
A679408,Transfer,1,1,0.4166666666666667,2014,5,0.0
A680876,Transfer,0,0,3.0,2014,6,0.0
A694393,Adoption,1,1,4.0,2015,1,1.0
A668566,Adoption,0,0,0.16666666666666666,2013,12,1.0
A689603,Adoption,1,0,0.08333333333333333,2014,11,1.0
A704863,Euthanasia,0,0,0.25,2015,8,0.0
A666197,Euthanasia,1,0,2.0,2013,12,1.0
A665421,Adoption,1,0,1.0,2013,11,1.0
A670405,Transfer,1,0,3.0,2014,1,0.0
A701522,Adoption,1,1,1.0,2015,5,1.0
A709394,Adoption,1,0,0.6666666666666666,2015,9,1.0
A698919,Adoption,1,0,0.4166666666666667,2015,4,1.0
A671558,Return_to_owner,1,1,2.0,2015,11,1.0
A716379,Adoption,1,1,2.0,2015,12,1.0
A699795,Adoption,1,1,5.0,2015,4,1.0
A715241,Return_to_owner,1,1,5.0,2015,11,1.0
A665137,Euthanasia,1,0,1.0,2013,11,1.0
A682889,Adoption,1,0,0.16666666666666666,2014,8,1.0
A720093,Transfer,0,0,3.0,2016,2,
A684008,Transfer,0,1,0.038461538461538464,2014,7,0.0
A679240,Adoption,1,0,0.08333333333333333,2014,5,1.0
A671950,Return_to_owner,1,0,4.0,2014,2,1.0
A669264,Adoption,1,0,0.8333333333333334,2013,12,1.0
A720299,Return_to_owner,0,0,0.5,2016,2,1.0
A691815,Adoption,1,1,2.0,2015,2,1.0
A595090,Adoption,1,0,5.0,2015,12,1.0
A681786,Transfer,0,0,0.01643835616438356,2014,6,
A630814,Return_to_owner,1,0,8.0,2015,12,1.0
A699826,Adoption,1,1,0.08333333333333333,2015,5,1.0
A692750,Return_to_owner,1,1,1.0,2014,11,1.0
A713030,Transfer,0,1,0.08333333333333333,2015,10,0.0
A697353,Adoption,0,1,2.0,2015,6,1.0
A513770,Return_to_owner,0,0,8.0,2015,8,1.0
A681473,Transfer,0,1,0.08333333333333333,2014,6,0.0
A684560,Transfer,0,0,0.16666666666666666,2014,8,0.0
A659205,Adoption,0,0,0.75,2013,12,1.0
A676542,Transfer,1,0,0.3333333333333333,2014,4,0.0
A294132,Return_to_owner,1,0,12.0,2013,10,1.0
A667378,Adoption,0,0,1.0,2014,1,1.0
A697387,Adoption,1,1,8.0,2015,3,1.0
A683606,Adoption,0,1,0.16666666666666666,2014,7,1.0
A681575,Adoption,1,1,0.08333333333333333,2014,7,1.0
A664831,Transfer,0,1,0.038461538461538464,2013,10,0.0
A675309,Transfer,0,1,0.005479452054794521,2014,3,0.0
A694404,Adoption,0,1,0.3333333333333333,2015,1,1.0
A714919,Adoption,0,0,0.16666666666666666,2015,11,1.0
A700103,Adoption,1,1,1.0,2015,4,1.0
A715026,Return_to_owner,1,0,1.0,2015,11,1.0
A673061,Return_to_owner,1,1,3.0,2014,2,1.0
A678766,Transfer,1,1,0.07692307692307693,2014,5,0.0
A676528,Adoption,1,1,4.0,2014,4,1.0
A720236,Transfer,0,1,1.0,2016,2,1.0
A702777,Transfer,1,0,0.4166666666666667,2015,5,
A716397,Adoption,1,0,0.5,2015,11,1.0
A689021,Transfer,1,0,0.8333333333333334,2014,10,1.0
A594497,Return_to_owner,1,1,3.0,2014,2,1.0
A691804,Return_to_owner,1,0,2.0,2014,11,1.0
A710894,Return_to_owner,1,1,2.0,2015,8,1.0
A665132,Adoption,1,1,0.9166666666666666,2013,11,1.0
A677468,Transfer,0,1,0.07692307692307693,2014,4,0.0
A681469,Adoption,0,0,0.16666666666666666,2014,7,1.0
A691929,Transfer,0,0,0.16666666666666666,2014,11,1.0
A611034,Return_to_owner,1,1,5.0,2014,8,1.0
A670979,Adoption,0,0,8.0,2014,2,1.0
A703058,Adoption,0,1,1.0,2016,2,1.0
A650853,Transfer,1,0,5.0,2015,10,1.0
A701766,Transfer,0,1,1.0,2015,5,0.0
A670542,Return_to_owner,1,0,1.0,2014,1,0.0
A702941,Adoption,0,0,0.16666666666666666,2015,6,1.0
A676031,Transfer,1,1,4.0,2014,4,1.0
A699435,Adoption,1,0,2.0,2015,4,1.0
A715138,Adoption,0,1,2.0,2015,11,1.0
A704529,Adoption,1,0,0.25,2015,8,1.0
A670311,Adoption,0,0,0.3333333333333333,2014,1,1.0
A676804,Adoption,0,0,0.16666666666666666,2014,5,1.0
A688945,Adoption,1,0,1.0,2014,10,1.0
A665246,Transfer,0,0,0.08333333333333333,2013,10,0.0
A694537,Return_to_owner,1,0,4.0,2015,1,1.0
A673252,Return_to_owner,1,0,2.0,2014,3,1.0
A713487,Adoption,0,1,0.8333333333333334,2015,10,1.0
A691240,Euthanasia,1,1,10.0,2014,11,0.0
A688826,Transfer,1,1,10.0,2014,9,0.0
A691863,Adoption,1,1,5.0,2014,11,1.0
A671426,Adoption,1,0,3.0,2016,1,1.0
A683764,Adoption,0,0,0.25,2014,8,1.0
A687404,Transfer,0,1,0.057692307692307696,2014,9,0.0
A674729,Transfer,1,1,3.0,2014,5,1.0
A683992,Died,1,0,0.057692307692307696,2014,7,0.0
A691503,Adoption,1,1,0.3333333333333333,2014,11,1.0
A702133,Return_to_owner,1,0,5.0,2015,5,1.0
A712123,Adoption,0,0,0.16666666666666666,2015,9,1.0
A697071,Adoption,1,0,0.5,2015,2,1.0
A663019,Adoption,1,0,0.16666666666666666,2013,10,1.0
A667792,Transfer,1,1,2.0,2013,12,1.0
A717093,Transfer,1,1,5.0,2015,12,0.0
A715488,Transfer,1,0,1.0,2015,11,0.0
A669131,Adoption,1,0,2.0,2013,12,1.0
A717554,Adoption,1,0,5.0,2015,12,1.0
A706488,Transfer,0,0,0.019230769230769232,2015,6,
A656510,Adoption,0,0,7.0,2014,1,1.0
A691170,Adoption,0,0,0.16666666666666666,2014,11,1.0
A668524,Adoption,1,1,0.16666666666666666,2014,2,1.0
A667606,Adoption,0,1,0.25,2014,1,1.0
A665066,Adoption,1,1,4.0,2013,11,1.0
A676339,Adoption,0,0,0.16666666666666666,2014,6,1.0
A697673,Transfer,0,0,1.0,2015,2,
A674674,Transfer,0,0,0.019230769230769232,2014,3,0.0
A702031,Transfer,1,0,2.0,2015,5,0.0
A692470,Transfer,1,1,1.0,2014,12,1.0
A714466,Adoption,0,0,0.16666666666666666,2015,11,1.0
A705975,Adoption,0,1,0.08333333333333333,2015,7,1.0
A683867,Adoption,0,0,0.16666666666666666,2014,8,1.0
A685051,Transfer,0,0,0.25,2014,8,0.0
A684951,Transfer,1,1,0.16666666666666666,2014,8,0.0
A662946,Transfer,1,0,1.0,2013,10,1.0
A670902,Transfer,1,0,0.75,2014,1,1.0
A664052,Adoption,1,1,5.0,2014,9,1.0
A700710,Adoption,1,0,0.8333333333333334,2015,4,1.0
A673180,Transfer,0,0,5.0,2014,2,1.0
A655529,Transfer,1,0,1.0,2013,11,1.0
A661681,Adoption,0,1,2.0,2014,4,1.0
A688232,Transfer,1,1,5.0,2014,10,1.0
A711132,Return_to_owner,1,0,2.0,2015,9,1.0
A653745,Return_to_owner,1,0,3.0,2015,3,1.0
A677663,Adoption,1,1,0.16666666666666666,2014,5,0.0
A662260,Transfer,0,0,0.4166666666666667,2013,12,1.0
A696877,Adoption,1,0,2.0,2015,3,1.0
A706462,Died,0,0,0.019230769230769232,2015,6,
A698392,Return_to_owner,1,0,0.5833333333333334,2015,3,1.0
A714805,Adoption,0,1,0.25,2016,1,1.0
A706293,Adoption,1,1,6.0,2015,7,1.0
A674384,Adoption,1,1,4.0,2014,3,1.0
A717683,Adoption,0,1,3.0,2016,1,1.0
A699961,Transfer,1,0,1.0,2015,4,1.0
A682808,Adoption,1,0,0.3333333333333333,2014,7,1.0
