AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A675549,Marco,2014-04-08 15:29:00,Transfer,Dog,Male,4.0,Chihuahua Shorthair,White/Brown,2014,4,True,True
A682131,,2014-06-24 19:15:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,Brown Tabby,2014,6,False,True
A674737,Byron,2014-05-27 08:21:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black,2014,5,False,True
A719876,Oreo,2016-02-02 15:58:00,Transfer,Dog,Female,1.0,Rat Terrier,White/Black,2016,2,True,True
A676626,Pia,2014-05-30 16:54:00,Adoption,Dog,Female,0.16666666666666666,English Pointer,Brown/White,2014,5,True,True
A666478,Bleu,2013-11-04 17:51:00,Adoption,Dog,Female,1.0,Miniature Schnauzer,Black/White,2013,11,True,False
A683507,,2014-07-15 17:26:00,Adoption,Dog,Female,3.0,Cairn Terrier,Buff,2014,7,True,True
A487470,Midnight,2014-01-20 18:40:00,Euthanasia,Dog,Male,9.0,Labrador Retriever,Black,2014,1,True,False
A665661,Julia,2015-09-07 15:05:00,Return_to_owner,Cat,Female,2.0,Domestic Shorthair,White/Black,2015,9,True,True
A668260,,2013-12-02 14:10:00,Transfer,Dog,Female,5.0,Great Dane,Black/White,2013,12,True,False
A716964,Rello,2015-11-29 18:11:00,Return_to_owner,Dog,Male,2.0,Chihuahua Shorthair,Black/White,2015,11,False,True
A701029,Bode,2015-05-01 11:04:00,Return_to_owner,Dog,Male,2.0,Chesa Bay Retr,Brown,2015,5,True,False
A668506,Jake,2015-11-03 16:40:00,Return_to_owner,Dog,Male,7.0,German Shepherd,Brown/Black,2015,11,True,False
A684709,,2014-07-28 09:00:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Brown Tabby/White,2014,7,False,True
A616229,Rebecca,2015-11-21 15:21:00,Adoption,Cat,Female,6.0,Domestic Shorthair,Black/White,2015,11,True,True
A680336,Buddy,2014-07-12 20:04:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2014,7,True,True
A701898,Anita,2015-05-10 18:38:00,Return_to_owner,Dog,Female,1.0,Chihuahua Shorthair,Tan/Black,2015,5,True,True
A666971,,2013-11-14 17:14:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2013,11,True,True
A691605,Daisy,2014-11-08 14:41:00,Return_to_owner,Dog,Female,6.0,Plott Hound,Brown Brindle,2014,11,True,True
A703244,,2015-05-26 16:02:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2015,5,False,True
A705111,Kiki,2015-06-24 15:25:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,Brown/Black,2015,6,True,True
A685460,Jerrid,2014-08-19 18:25:00,Adoption,Cat,Male,7.0,Siamese,Flame Point,2014,8,True,True
A716890,Vidalia,2015-12-06 12:41:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby/White,2015,12,True,True
A715741,Simba,2015-11-19 18:45:00,Adoption,Dog,Male,3.0,Chow Chow,Red,2015,11,True,True
A676334,,2014-04-22 15:35:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Black,2014,4,False,True
A668122,,2013-12-01 17:58:00,Adoption,Dog,Female,7.0,English Pointer,Liver/White,2013,12,True,False
A702356,,2015-05-24 17:25:00,Euthanasia,Cat,Male,0.08333333333333333,Domestic Shorthair,White/Blue Tabby,2015,5,False,True
A664842,June,2013-11-09 19:21:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Brown/White,2013,11,True,True
A709067,Earlene,2015-08-05 00:00:00,Return_to_owner,Dog,Female,0.4166666666666667,Boxer,Black/White,2015,8,False,True
A608918,Vader,2015-06-02 11:56:00,Transfer,Dog,Male,4.0,Basset Hound,Black/White,2015,6,True,False
A651596,Brownie,2014-03-06 17:13:00,Return_to_owner,Dog,Male,2.0,Labrador Retriever,Buff,2014,3,True,True
A720190,Little Missy,2016-02-07 00:00:00,Transfer,Dog,Female,7.0,Airedale Terrier,Tricolor,2016,2,True,True
A676609,Buddy,2014-07-06 12:46:00,Adoption,Dog,Male,1.0,Labrador Retriever,Brown,2014,7,True,False
A666504,,2013-12-11 12:49:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tabby/White,2013,12,True,True
A693272,Kodiak,2015-01-31 13:33:00,Adoption,Dog,Male,0.08333333333333333,Beagle,Black/Brown,2015,1,True,False
A711607,Bosco,2015-09-20 14:50:00,Adoption,Cat,Male,0.16666666666666666,Manx,White/Black,2015,9,True,True
A713337,,2015-10-06 09:00:00,Transfer,Cat,Female,3.0,Domestic Shorthair,Blue,2015,10,False,True
A672758,Daisy,2014-07-16 13:48:00,Transfer,Dog,Female,4.0,Chihuahua Shorthair,Tan/White,2014,7,True,False
A658690,Priscilla,2013-10-19 12:58:00,Adoption,Dog,Female,1.0,Pit Bull,Black/White,2013,10,True,True
A708390,Stella,2015-08-02 18:49:00,Adoption,Dog,Female,2.0,Flat Coat Retriever,Black/White,2015,8,True,True
A703383,Dharma,2015-05-28 15:25:00,Transfer,Dog,Female,10.0,Cocker Spaniel,Buff,2015,5,True,False
A689749,Taco,2014-10-18 16:55:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,10,True,True
A699816,Pebbles,2015-04-11 18:01:00,Adoption,Dog,Female,10.0,Chihuahua Shorthair,Tan,2015,4,True,True
A701791,Arwen,2015-07-19 14:37:00,Adoption,Cat,Female,2.0,Domestic Longhair,Brown Tabby/White,2015,7,True,True
A625690,Rainey,2014-07-21 11:09:00,Return_to_owner,Dog,Female,7.0,Rat Terrier,White/Black,2014,7,True,True
A686406,,2014-08-25 17:12:00,Adoption,Dog,Male,1.0,Border Terrier,Tan/Black,2014,8,True,False
A710318,Tank,2015-09-17 13:48:00,Transfer,Dog,Male,5.0,Pit Bull,Brown Brindle/White,2015,9,True,True
A698972,Kiki,2015-03-23 17:50:00,Return_to_owner,Dog,Female,6.0,Chihuahua Shorthair,Black/Gray,2015,3,True,True
A710380,,2015-08-22 15:44:00,Transfer,Cat,,0.019230769230769232,Domestic Shorthair,Brown Tabby,2015,8,,True
A683309,,2014-07-17 18:06:00,Euthanasia,Dog,Female,7.0,Pit Bull,Tan/White,2014,7,True,True
A640316,Kato,2013-10-02 17:43:00,Adoption,Dog,Male,1.0,Chihuahua Longhair,Black,2013,10,True,True
A682760,Jasper,2014-07-10 12:48:00,Adoption,Dog,Male,1.0,Jack Russell Terrier,White/Brown,2014,7,True,False
A701707,,2015-05-03 17:24:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Orange Tabby,2015,5,False,True
A669534,,2013-12-24 15:03:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Orange Tabby,2013,12,False,True
A588218,Roger,2014-12-03 14:24:00,Return_to_owner,Dog,Male,5.0,German Shepherd,Black/Brown,2014,12,True,False
A669795,Roxi,2014-08-11 11:12:00,Return_to_owner,Dog,Female,2.0,Rottweiler,Black/Tan,2014,8,True,True
A674448,Hedwig,2014-03-18 17:04:00,Adoption,Dog,Male,0.8333333333333334,Siberian Husky,White/Cream,2014,3,True,True
A701647,,2015-05-25 14:15:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Black,2015,5,False,True
A672467,Apollo,2014-02-14 18:59:00,Adoption,Dog,Male,0.75,Cardigan Welsh Corgi,Fawn/White,2014,2,True,False
A712244,,2015-09-21 15:57:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black/White,2015,9,False,True
A677462,,2014-04-25 15:17:00,Transfer,Cat,,0.0,Domestic Shorthair,Blue,2014,4,,True
A715761,,2015-11-10 09:00:00,Transfer,Cat,Female,5.0,Domestic Shorthair,Calico,2015,11,True,True
A720860,,2016-02-20 21:16:00,Adoption,Dog,Female,0.6666666666666666,Chihuahua Shorthair,Chocolate/White,2016,2,True,True
A701337,,2015-04-30 14:43:00,Transfer,Dog,Male,1.0,Cairn Terrier,Cream,2015,4,False,True
A710881,Ruth,2015-10-14 10:12:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,10,True,True
A663948,Pumpkin,2013-10-08 17:23:00,Return_to_owner,Cat,Male,0.25,Domestic Shorthair,Black/White,2013,10,True,False
A699819,Coco,2015-04-06 15:37:00,Return_to_owner,Dog,Male,14.0,Chihuahua Shorthair,Chocolate/White,2015,4,False,True
A674638,Sam,2014-03-16 10:48:00,Return_to_owner,Dog,Male,7.0,Labrador Retriever,Chocolate,2014,3,True,True
A718743,Newton,2016-01-10 11:36:00,Adoption,Dog,Male,2.0,Shih Tzu,Gray/White,2016,1,True,False
A714820,Lizzie,2015-11-05 00:00:00,Transfer,Dog,Female,0.5,Plott Hound,Brown Brindle,2015,11,True,True
A667613,Orion,2014-01-13 15:18:00,Adoption,Dog,Male,0.9166666666666666,Australian Shepherd,Tan/White,2014,1,True,True
A696059,Chewy,2015-02-05 14:28:00,Adoption,Dog,Male,3.0,Chihuahua Shorthair,Tan/White,2015,2,True,True
A690806,Hailey,2014-11-07 13:36:00,Transfer,Cat,Female,0.16666666666666666,Domestic Longhair,Black/White,2014,11,False,True
A676494,Jimmy,2014-04-27 15:11:00,Adoption,Dog,Male,1.0,Labrador Retriever,Black/White,2014,4,True,False
A689138,,2014-09-29 18:28:00,Euthanasia,Cat,Female,0.07692307692307693,Siamese,Blue Point,2014,9,False,True
A599155,Machete,2015-03-28 19:25:00,Euthanasia,Dog,Male,4.0,Chihuahua Shorthair,White/Brown,2015,3,True,True
A665587,Cheddar,2013-11-27 14:36:00,Adoption,Cat,Male,8.0,Domestic Medium Hair,Orange Tabby,2013,11,True,True
A663555,Amelia,2013-10-16 17:01:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Calico,2013,10,True,True
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Brown/White,2014,11,True,True
A685242,,2014-08-15 12:54:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Tortie,2014,8,True,True
A674659,,2014-03-21 17:10:00,Euthanasia,Dog,Male,2.0,Labrador Retriever,Tan/Black,2014,3,False,False
A683609,Rascal,2014-07-17 17:50:00,Return_to_owner,Dog,Male,6.0,Dachshund,Brown,2014,7,True,True
A695710,Layla,2015-08-02 13:17:00,Transfer,Dog,Female,0.9166666666666666,Boxer,Brown Brindle/White,2015,8,True,True
A713063,,2015-10-08 16:26:00,Transfer,Dog,Female,1.0,Labrador Retriever,Tan/White,2015,10,True,True
A667520,,2013-11-23 16:00:00,Transfer,Dog,Male,4.0,Shih Tzu,Apricot/White,2013,11,True,False
A685145,Mundy,2014-09-13 14:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Medium Hair,Blue/White,2014,9,True,True
A716488,,2015-11-23 00:00:00,Transfer,Dog,Male,2.0,Pit Bull,Red,2015,11,True,True
A667537,,2013-11-25 17:07:00,Adoption,Dog,Female,0.16666666666666666,Australian Cattle Dog,Red Merle/Black,2013,11,True,True
A694601,Barnaby,2015-01-06 18:37:00,Adoption,Cat,Male,0.5,Domestic Shorthair,Black,2015,1,True,True
A638060,Noah,2015-08-16 17:38:00,Adoption,Cat,Male,8.0,Domestic Shorthair,Black/White,2015,8,True,True
A672067,Jesse,2014-02-13 17:36:00,Return_to_owner,Cat,Male,3.0,Domestic Shorthair,Brown Tabby,2014,2,True,True
A684664,Leo,2014-08-10 17:25:00,Adoption,Dog,Male,2.0,Chihuahua Shorthair,Brown/White,2014,8,True,True
A691531,,2014-11-07 17:15:00,Transfer,Dog,Male,0.16666666666666666,Australian Cattle Dog,White/Brown,2014,11,False,True
A688600,,2014-09-21 13:21:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Tortie,2014,9,False,True
A704032,Madison,2015-06-05 14:31:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,6,True,True
A703630,Sheldon,2015-06-30 07:01:00,Adoption,Dog,Male,4.0,German Shepherd,Brown,2015,6,True,True
A668671,Chris,2013-12-16 14:57:00,Transfer,Cat,Male,5.0,Domestic Shorthair,Brown Tabby/White,2013,12,True,True
A696247,Jillian,2015-11-22 13:47:00,Adoption,Dog,Female,2.0,Pointer,Chocolate/White,2015,11,True,True
A664380,,2013-10-03 15:33:00,Transfer,Cat,Female,0.5,Domestic Medium Hair,Calico,2013,10,False,True
A678185,,2014-05-09 19:30:00,Transfer,Dog,Female,2.0,Miniature Poodle,Black/Gray,2014,5,True,True
A687055,Lizzie,2014-09-01 10:39:00,Return_to_owner,Dog,Female,10.0,Collie Smooth,Sable,2014,9,True,False
A693594,,2014-12-12 09:00:00,Transfer,Cat,Male,0.5,Domestic Shorthair,Black/White,2014,12,False,True
A675563,Socks,2014-04-01 12:19:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Calico,2014,4,False,True
A696819,Captain,2015-02-21 17:30:00,Adoption,Dog,Male,0.5,Cocker Spaniel,Sable,2015,2,True,True
A671201,Pablito,2014-01-25 18:34:00,Return_to_owner,Dog,Male,8.0,Chihuahua Shorthair,Tricolor,2014,1,True,True
A715573,,2015-11-12 12:36:00,Adoption,Dog,Male,0.5,Labrador Retriever,Buff,2015,11,True,True
A685899,,2014-08-14 17:23:00,Transfer,Cat,Male,0.25,Siamese,Seal Point,2014,8,False,True
A669510,Kimchi,2014-01-01 18:45:00,Adoption,Dog,Female,1.0,Rottweiler,Black/Tan,2014,1,True,False
A697892,Bella,2015-03-16 17:38:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,Brown/Black,2015,3,True,True
A678958,Ares,2014-05-19 18:05:00,Adoption,Dog,Male,0.16666666666666666,Boxer,Tricolor,2014,5,True,True
A679113,,2014-05-16 18:37:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Blue Tabby,2014,5,,True
A671079,,2014-01-25 18:09:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,Tan,2014,1,True,True
A687180,,2014-09-08 11:53:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2014,9,True,True
A686632,Sammy,2014-09-02 11:23:00,Return_to_owner,Cat,Male,0.75,Domestic Shorthair,White/Brown Tabby,2014,9,True,True
A693999,,2014-12-23 14:58:00,Transfer,Dog,Female,4.0,Rat Terrier,Black/White,2014,12,True,True
A691614,Challino,2014-11-12 18:27:00,Adoption,Dog,Male,0.3333333333333333,German Shepherd,Red/White,2014,11,True,False
A683070,,2014-07-06 18:33:00,Transfer,Cat,Male,0.00821917808219178,Domestic Shorthair,White,2014,7,False,True
A703781,Romeo,2015-05-30 15:30:00,Transfer,Dog,Male,6.0,Dachshund,Blue Merle/White,2015,5,False,False
A668803,Dumpling,2014-01-11 17:42:00,Adoption,Dog,Female,0.16666666666666666,Border Collie,Black/White,2014,1,True,False
A675983,,2014-04-03 15:19:00,Transfer,Cat,Female,0.6666666666666666,Domestic Shorthair,Blue Tabby,2014,4,False,True
A684825,Carl,2014-08-06 14:23:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Black/White,2014,8,False,True
A667828,,2013-11-26 14:55:00,Transfer,Cat,Female,0.3333333333333333,Domestic Shorthair,Black,2013,11,False,True
A707611,Belle,2015-07-31 12:56:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Torbie,2015,7,False,True
A677885,Lil' Mama,2014-05-12 14:05:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Fawn,2014,5,False,True
A675622,,2014-04-04 15:30:00,Adoption,Dog,Male,0.3333333333333333,Collie Smooth,Tricolor,2014,4,True,False
A720143,,2016-02-08 19:23:00,Transfer,Cat,Male,1.0,Domestic Shorthair,Brown Tabby,2016,2,False,True
A701793,,2015-07-16 11:09:00,Adoption,Cat,Female,0.25,Siamese,Lynx Point/White,2015,7,True,True
A682824,,2014-07-08 14:48:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Black/White,2014,7,False,True
A711494,Celeste,2015-12-24 10:12:00,Adoption,Cat,Female,0.3333333333333333,Domestic Shorthair,Orange Tabby/White,2015,12,True,True
A686319,Jack,2015-06-14 12:01:00,Adoption,Dog,Male,5.0,Plott Hound,Brown Brindle,2015,6,True,False
A671251,Buffy,2014-01-23 14:06:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Fawn/White,2014,1,True,True
A684978,,2014-07-31 13:22:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Brown Tabby,2014,7,False,True
A689449,Bizzy,2014-11-18 11:32:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,11,True,True
A715812,,2015-11-15 18:01:00,Adoption,Dog,Female,0.8333333333333334,Chihuahua Shorthair,Tan/White,2015,11,True,True
A681003,,2014-06-17 13:27:00,Transfer,Dog,Male,2.0,Pointer,Black/White,2014,6,True,False
A715346,Molina,2015-11-09 17:02:00,Adoption,Dog,Female,0.8333333333333334,Anatol Shepherd,White,2015,11,True,False
A683732,,2014-07-25 16:48:00,Transfer,Cat,Male,0.07692307692307693,Domestic Shorthair,Blue,2014,7,False,True
A679956,Simon,2014-06-08 16:49:00,Return_to_owner,Dog,Male,1.0,Anatol Shepherd,Fawn/Black,2014,6,True,False
A695297,Sparkles,2015-01-19 17:53:00,Adoption,Cat,Female,0.5833333333333334,Domestic Shorthair,Brown Tabby/White,2015,1,True,True
A695950,Laurel,2015-02-13 14:49:00,Adoption,Dog,Female,2.0,Pit Bull,Brown/White,2015,2,True,True
A694278,Mya,2015-01-02 16:50:00,Transfer,Dog,Female,7.0,Great Dane,Black/White,2015,1,True,False
A707887,Firefly,2015-07-22 18:37:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,7,True,True
A710227,Sebastian,2015-08-24 18:23:00,Euthanasia,Cat,Male,12.0,Domestic Shorthair,Black/White,2015,8,True,True
A686918,Aimee,2014-09-02 14:51:00,Transfer,Dog,Female,3.0,Australian Cattle Dog,Tricolor,2014,9,False,True
A693739,Lily,2014-12-19 11:23:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Black/White,2014,12,True,True
A711807,Lola,2015-10-23 18:07:00,Adoption,Dog,Female,2.0,Chinese Sharpei,Red Tick/White,2015,10,True,False
A677157,Sadie,2014-04-22 16:02:00,Return_to_owner,Dog,Female,12.0,Labrador Retriever,Yellow,2014,4,False,True
A697921,Pi,2015-03-16 12:10:00,Adoption,Dog,Female,1.0,Flat Coat Retriever,Black,2015,3,True,True
A686691,,2014-08-29 16:56:00,Transfer,Dog,Male,3.0,Labrador Retriever,Yellow,2014,8,True,True
A678627,Qwayzar,2014-05-25 17:32:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Calico,2014,5,True,True
A698117,,2015-03-06 09:54:00,Transfer,Dog,,0.01643835616438356,Labrador Retriever,White,2015,3,,True
A656110,Clover,2013-11-22 17:54:00,Return_to_owner,Dog,Female,0.75,Rat Terrier,Tricolor,2013,11,True,True
A690723,Friskie,2014-11-23 18:23:00,Adoption,Cat,Female,0.16666666666666666,Domestic Longhair,Black/White,2014,11,True,True
A678099,Spartacus,2015-06-10 17:23:00,Euthanasia,Dog,Male,2.0,Akita,Tan/White,2015,6,True,False
A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,Dog,Male,7.0,American Bulldog,White,2015,12,True,True
A673784,Severus,2014-03-10 16:24:00,Transfer,Dog,Male,0.3333333333333333,Labrador Retriever,Blue,2014,3,True,True
A699927,Lennon,2015-05-26 15:52:00,Adoption,Cat,Male,10.0,Domestic Shorthair,Orange Tabby,2015,5,True,True
A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,Dog,Female,5.0,Chihuahua Shorthair,Tan,2014,2,True,True
A697627,Lucy,2015-03-01 16:13:00,Adoption,Dog,Female,2.0,Pointer,Chocolate/White,2015,3,True,False
A685945,Cody,2014-09-20 15:37:00,Adoption,Dog,Male,5.0,Chihuahua Shorthair,Tan/White,2014,9,True,True
A689951,Nelson,2014-10-15 17:21:00,Adoption,Cat,Male,0.4166666666666667,Siamese,Flame Point,2014,10,True,True
A699499,,2015-04-01 18:44:00,Adoption,Cat,Male,1.0,Domestic Shorthair,Black/White,2015,4,True,True
A715735,Nico,2015-11-13 12:59:00,Transfer,Dog,Male,1.0,Labrador Retriever,Buff/Tan,2015,11,False,False
A688501,Watson,2014-12-18 13:35:00,Transfer,Cat,Male,0.3333333333333333,Domestic Medium Hair,Black,2014,12,True,True
A672263,Daisy,2014-02-13 17:05:00,Transfer,Dog,Female,2.0,Chihuahua Shorthair,White/Tan,2014,2,True,False
A672744,Oso,2014-04-17 17:09:00,Euthanasia,Dog,Male,3.0,Rottweiler,Black/Tan,2014,4,False,True
A701165,,2015-04-24 17:47:00,Transfer,Cat,Male,0.07692307692307693,Domestic Shorthair,Blue,2015,4,False,False
A702973,,2015-05-19 18:49:00,Transfer,Cat,,0.0576923076923077,Domestic Shorthair,Black/White,2015,5,,True
A705338,,2015-06-17 12:27:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Tortie,2015,6,False,True
A696609,Lizzy,2015-07-11 13:49:00,Transfer,Dog,Female,2.0,Labrador Retriever,Black,2015,7,True,False
A714481,Bobby,2015-11-08 19:10:00,Adoption,Dog,Male,1.0,Boxer,Brown/White,2015,11,True,True
A685178,,2014-08-03 17:47:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Blue Tabby,2014,8,False,True
A689596,,2014-10-10 14:05:00,Adoption,Dog,Male,2.0,Jack Russell Terrier,White/Tan,2014,10,True,True
A714546,Blaze,2015-10-26 12:43:00,Return_to_owner,Dog,Male,0.75,Pit Bull,Red/White,2015,10,False,False
A671352,Roman,2014-01-26 15:19:00,Adoption,Dog,Male,3.0,Labrador Retriever,Brown,2014,1,True,False
A705656,Rasberry,2015-06-26 09:42:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Shorthair,Tortie,2015,6,False,True
A695943,Tucker,2015-02-08 14:55:00,Adoption,Dog,Male,2.0,Bernese Mountain Dog,Tricolor,2015,2,True,False
A719517,,2016-01-26 19:01:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Brown Tabby,2016,1,True,True
A682535,,2014-07-04 18:42:00,Transfer,Dog,Male,0.3333333333333333,Plott Hound,Brown Brindle/Red Tick,2014,7,True,True
A713263,Houston,2015-10-16 17:24:00,Return_to_owner,Dog,Male,3.0,English Bulldog,Brown Brindle,2015,10,False,False
A681679,Captain,2014-12-05 17:10:00,Transfer,Dog,Male,1.0,Pit Bull,Brown/White,2014,12,True,True
A687906,Kerby,2014-09-25 18:48:00,Transfer,Cat,Male,0.08333333333333333,Domestic Medium Hair,Brown Tabby/White,2014,9,False,True
A678536,Tulip,2014-05-17 13:44:00,Adoption,Dog,Female,1.0,Chihuahua Shorthair,White/Brown,2014,5,True,True
A718585,,2016-01-07 12:44:00,Transfer,Dog,Male,0.16666666666666666,Labrador Retriever,Black/Tan,2016,1,True,True
A543073,Tiny Tinker,2015-05-11 18:38:00,Return_to_owner,Dog,Female,9.0,Chihuahua Shorthair,Brown,2015,5,True,False
A697959,Nigel,2015-05-31 18:53:00,Adoption,Dog,Male,2.0,Pit Bull,Brown,2015,5,True,True
A715378,Sadie,2015-11-21 11:17:00,Adoption,Dog,Female,0.5,Pointer,White/Blue,2015,11,True,True
A697281,,2015-03-03 13:14:00,Adoption,Dog,Male,0.25,Chihuahua Longhair,Tricolor,2015,3,True,False
A681576,Pippin,2014-07-07 16:52:00,Adoption,Dog,Male,0.08333333333333333,Labrador Retriever,Chocolate/White,2014,7,True,False
A716400,Calliope,2015-11-24 00:00:00,Transfer,Dog,Female,1.0,Yorkshire Terrier,Black/Tan,2015,11,False,True
A677460,Petra,2014-05-16 14:58:00,Adoption,Dog,Female,2.0,Pit Bull,Blue/White,2014,5,True,True
A675049,Judy,2014-03-22 16:23:00,Return_to_owner,Dog,Female,3.0,Labrador Retriever,Black/White,2014,3,True,True
A710655,Cloud,2015-10-10 14:30:00,Adoption,Cat,Male,0.16666666666666666,Siamese,Lilac Point,2015,10,False,True
A660046,Grace,2014-03-09 17:06:00,Return_to_owner,Dog,Female,2.0,American Staffordshire Terrier,Blue/White,2014,3,True,True
A660910,Kief,2013-10-24 12:31:00,Return_to_owner,Dog,Male,2.0,Dachshund,Brown Brindle/White,2013,10,True,False
A686377,,2014-08-25 17:01:00,Adoption,Dog,Male,0.16666666666666666,Dachshund Wirehair,Brown/Black,2014,8,True,True
A679631,Callie,2014-07-14 18:08:00,Euthanasia,Cat,Female,12.0,Domestic Longhair,Tortie,2014,7,True,True
A671682,,2014-01-30 13:14:00,Transfer,Cat,Male,2.0,Domestic Shorthair,Blue,2014,1,True,True
A695654,Asha,2015-01-27 14:06:00,Euthanasia,Dog,Female,0.6666666666666666,Labrador Retriever,Black,2015,1,False,True
